AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key,sales,baskets,active_weeks,avg_basket_value
65+,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1491,5635.970000000004,289,90,19.501626297577868
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1921,1460.12,104,54,14.039615384615384
45-54,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,18,7118.9100000000035,163,81,43.67429447852763
65+,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1396,7177.060000000004,229,72,31.340873362445432
25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1634,4616.14,85,63,54.30752941176471
25-34,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1042,5284.12,248,95,21.306935483870966
65+,U,Under 15K,Homeowner,1 Adult Kids,3,2,2337,11703.97000000001,1210,83,9.672702479338852
35-44,A,15-24K,Renter,1 Adult Kids,4,2,742,3950.9600000000005,328,87,12.045609756097562
45-54,B,25-34K,Renter,1 Adult Kids,2,1,929,5342.550000000002,244,83,21.895696721311484
35-44,B,35-49K,Renter,1 Adult Kids,2,1,968,9805.110000000011,167,87,58.713233532934204
35-44,B,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,548,4255.830000000001,93,64,45.76161290322582
35-44,U,50-74K,Unknown,2 Adults Kids,3,1,1236,3993.0100000000007,194,78,20.58252577319588
35-44,U,75-99K,Homeowner,2 Adults Kids,3,1,1367,12125.480000000012,352,94,34.4473863636364
45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1240,11250.070000000014,217,76,51.84364055299546
45-54,U,50-74K,Unknown,Single Male,1,None/Unknown,1529,9025.510000000007,244,83,36.989795081967245
55-64,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2269,3273.9500000000007,209,83,15.664832535885171
19-24,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1484,3209.3900000000012,106,67,30.27726415094341
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1931,2211.08,101,62,21.891881188118813
45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,1678,2613.9900000000007,79,43,33.088481012658235
35-44,B,50-74K,Homeowner,2 Adults Kids,3,1,155,2101.05,52,39,40.4048076923077
25-34,A,125-149K,Homeowner,1 Adult Kids,5+,3+,761,9036.010000000004,178,76,50.76410112359553
45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,97,5323.950000000003,180,81,29.577500000000015
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1788,9072.280000000012,152,77,59.686052631579024
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,86,4019.440000000002,46,33,87.37913043478265
19-24,U,25-34K,Unknown,Single Female,1,None/Unknown,2013,1182.47,94,53,12.579468085106383
45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,1258,3502.450000000001,232,94,15.096767241379315
65+,A,35-49K,Unknown,Single Male,2,None/Unknown,1879,4861.950000000003,274,85,17.74434306569344
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,513,12130.010000000004,161,92,75.34167701863356
35-44,B,Under 15K,Homeowner,Single Female,1,None/Unknown,1653,19153.749999999993,541,89,35.40434380776339
55-64,B,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,214,2657.9100000000003,86,72,30.905930232558145
25-34,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,256,9850.350000000013,125,82,78.8028000000001
55-64,U,15-24K,Unknown,2 Adults Kids,3,1,714,4117.34,294,92,14.004557823129252
35-44,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown,1676,5203.430000000003,97,58,53.64360824742271
45-54,B,100-124K,Homeowner,Single Male,1,None/Unknown,289,5970.470000000001,183,71,32.62551912568307
35-44,U,50-74K,Unknown,Single Female,1,None/Unknown,2168,5666.660000000002,197,98,28.76477157360407
65+,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1370,8531.890000000003,86,84,99.20802325581398
19-24,B,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,409,4499.850000000002,135,75,33.332222222222235
25-34,A,Under 15K,Homeowner,Single Male,2,None/Unknown,1045,4893.110000000003,295,86,16.586813559322046
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1939,3784.6200000000017,75,49,50.461600000000026
55-64,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,898,8355.230000000005,315,84,26.5245396825397
65+,A,75-99K,Homeowner,Single Female,2,None/Unknown,1850,6882.110000000003,223,76,30.861479820627817
45-54,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1686,1313.76,95,66,13.829052631578948
35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,588,9540.54000000001,262,85,36.41427480916035
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,80,3002.09,94,57,31.937127659574468
25-34,A,35-49K,Renter,2 Adults Kids,5+,3+,2209,6996.680000000004,232,82,30.158103448275877
45-54,U,50-74K,Unknown,Single Female,1,None/Unknown,324,8554.870000000006,150,76,57.03246666666671
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,2107,3409.0600000000018,87,56,39.18459770114944
35-44,A,50-74K,Renter,Single Female,2,None/Unknown,768,6681.350000000002,466,87,14.337660944206013
35-44,A,Under 15K,Unknown,Single Female,2,None/Unknown,685,6019.770000000001,201,76,29.949104477611947
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,785,2089.8,103,47,20.289320388349516
55-64,A,35-49K,Homeowner,Single Female,2,None/Unknown,458,1685.6400000000003,127,71,13.272755905511813
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1391,8105.740000000005,169,84,47.962958579881686
55-64,U,50-74K,Homeowner,Unknown,1,None/Unknown,1376,11041.41000000001,235,83,46.98472340425536
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,361,8747.100000000006,217,92,40.30921658986178
25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,971,3676.150000000001,126,73,29.175793650793658
55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,2068,2561.400000000001,108,71,23.716666666666676
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1955,7634.5000000000055,156,69,48.9391025641026
45-54,A,75-99K,Homeowner,Unknown,3,1,1848,10848.110000000011,110,74,98.61918181818193
25-34,B,25-34K,Unknown,1 Adult Kids,3,2,1995,15332.42999999999,154,69,99.5612337662337
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2085,12894.570000000012,359,92,35.9180222841226
35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,1103,6104.190000000003,204,80,29.922500000000017
35-44,U,35-49K,Unknown,Single Female,1,None/Unknown,2134,9129.830000000005,89,67,102.58235955056186
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,518,4926.3700000000035,153,79,32.198496732026165
35-44,A,50-74K,Probable Owner,2 Adults Kids,4,2,1467,2957.820000000002,835,72,3.542299401197607
45-54,B,Under 15K,Homeowner,2 Adults Kids,3,1,748,2709.180000000001,84,39,32.25214285714287
35-44,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,31,4396.900000000001,69,43,63.72318840579711
25-34,B,Under 15K,Homeowner,1 Adult Kids,3,2,105,4591.670000000001,169,74,27.169644970414208
25-34,B,50-74K,Probable Renter,Single Female,1,None/Unknown,2158,3194.170000000001,131,67,24.382977099236648
25-34,U,35-49K,Unknown,2 Adults Kids,3,1,595,2373.7400000000007,146,75,16.258493150684938
35-44,U,35-49K,Probable Owner,2 Adults No Kids,2,None/Unknown,1604,818.4099999999999,156,79,5.246217948717947
25-34,U,25-34K,Unknown,Single Female,1,None/Unknown,230,4521.010000000001,168,79,26.910773809523818
35-44,U,15-24K,Unknown,Single Male,1,None/Unknown,1873,5686.820000000002,269,83,21.14059479553904
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,716,1290.6800000000003,81,55,15.934320987654324
45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,2252,9489.820000000003,346,92,27.427225433526022
25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,2130,6060.390000000003,97,60,62.47824742268045
45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,1708,3571.600000000001,58,45,61.5793103448276
25-34,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown,803,2036.84,65,53,31.336
55-64,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,367,7186.370000000006,114,88,63.03833333333339
55-64,B,35-49K,Homeowner,Single Female,1,None/Unknown,1568,4575.940000000002,81,58,56.49308641975311
45-54,U,15-24K,Unknown,1 Adult Kids,2,1,866,5519.350000000002,136,68,40.58345588235296
25-34,B,50-74K,Unknown,Single Male,1,None/Unknown,1172,4569.240000000002,167,74,27.36071856287426
25-34,A,50-74K,Homeowner,2 Adults Kids,3,1,166,3059.6900000000005,122,69,25.0794262295082
45-54,A,100-124K,Probable Owner,2 Adults Kids,3,1,908,6097.470000000004,199,81,30.640552763819116
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,55,1072.79,141,74,7.6084397163120565
25-34,U,15-24K,Homeowner,2 Adults Kids,4,2,1861,1868.45,123,61,15.190650406504066
45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,483,2718.9900000000007,98,64,27.744795918367355
19-24,A,75-99K,Unknown,2 Adults Kids,3,1,161,6071.520000000002,266,61,22.825263157894746
55-64,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1920,1927.7400000000007,93,53,20.728387096774203
35-44,B,25-34K,Unknown,Single Male,1,None/Unknown,2486,3265.52,83,48,39.34361445783132
25-34,U,15-24K,Unknown,1 Adult Kids,2,1,1363,4075.400000000001,58,36,70.26551724137933
19-24,U,250K+,Unknown,Single Female,1,None/Unknown,1740,11938.200000000006,390,65,30.610769230769247
25-34,A,25-34K,Homeowner,1 Adult Kids,5+,3+,178,2028.4699999999998,119,41,17.04596638655462
55-64,A,35-49K,Homeowner,2 Adults Kids,5+,3+,410,1148.42,129,67,8.902480620155039
45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,2179,1452.2900000000002,46,38,31.57152173913044
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,136,2804.820000000001,77,44,36.42623376623378
35-44,B,150-174K,Homeowner,Single Female,1,None/Unknown,1393,5950.890000000003,203,89,29.314729064039422
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2004,10053.870000000015,248,91,40.53979838709684
45-54,U,15-24K,Unknown,Single Male,1,None/Unknown,1264,6458.780000000006,132,69,48.930151515151564
25-34,U,75-99K,Unknown,2 Adults Kids,3,1,1128,3027.0000000000014,234,81,12.935897435897441
25-34,U,25-34K,Homeowner,Single Male,1,None/Unknown,2040,2968.5100000000007,422,69,7.034383886255926
45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,2264,16960.58999999998,315,82,53.84314285714279
45-54,U,50-74K,Renter,Unknown,1,None/Unknown,239,4671.200000000003,264,98,17.693939393939402
25-34,A,25-34K,Unknown,Unknown,2,None/Unknown,404,6107.180000000005,240,98,25.446583333333354
65+,B,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,17,5139.630000000002,124,65,41.44862903225808
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2070,9210.420000000002,635,89,14.504598425196853
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,351,7659.6700000000055,296,86,25.877263513513533
45-54,A,75-99K,Homeowner,1 Adult Kids,4,2,250,5991.840000000003,121,81,49.51933884297523
45-54,U,35-49K,Unknown,2 Adults Kids,4,2,982,18790.33999999999,412,93,45.60762135922327
45-54,A,125-149K,Homeowner,Unknown,3,1,582,5137.740000000003,142,73,36.18126760563383
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,2341,5698.380000000001,306,89,18.6221568627451
45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,164,4272.410000000001,116,64,36.83112068965518
45-54,U,25-34K,Unknown,Single Male,1,None/Unknown,184,7090.070000000003,257,85,27.587821011673164
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,2334,11955.380000000016,361,100,33.1173961218837
45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,934,10709.38000000001,234,87,45.76658119658124
35-44,B,25-34K,Unknown,Single Female,1,None/Unknown,1707,6580.490000000005,749,99,8.785700934579447
65+,B,15-24K,Homeowner,Single Female,1,None/Unknown,690,4963.140000000002,273,92,18.180000000000007
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1720,5755.690000000002,142,79,40.5330281690141
35-44,A,250K+,Homeowner,2 Adults Kids,3,1,510,7903.360000000003,346,88,22.8420809248555
35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown,671,5089.66,127,70,40.07606299212598
19-24,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1169,5159.400000000002,128,65,40.30781250000002
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1020,9561.460000000012,171,79,55.914970760233984
35-44,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,926,7274.100000000004,241,91,30.182987551867235
35-44,A,100-124K,Unknown,2 Adults Kids,3,1,1388,6949.1600000000035,151,79,46.0209271523179
45-54,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,825,11835.020000000008,242,85,48.905041322314084
35-44,A,75-99K,Renter,Single Female,2,None/Unknown,752,3792.5600000000013,106,61,35.77886792452831
65+,U,15-24K,Unknown,Unknown,1,None/Unknown,221,2879.29,79,65,36.44670886075949
25-34,B,25-34K,Homeowner,Single Male,1,None/Unknown,787,2504.59,190,83,13.182052631578948
45-54,A,Under 15K,Homeowner,Single Male,2,None/Unknown,133,3823.8900000000012,75,59,50.98520000000001
25-34,B,150-174K,Homeowner,Single Female,1,None/Unknown,1858,2860.0699999999997,67,53,42.6876119402985
35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown,2002,2465.120000000001,63,44,39.1288888888889
19-24,A,35-49K,Renter,2 Adults No Kids,2,None/Unknown,1869,3630.62,119,70,30.50941176470588
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,621,3179.15,142,74,22.388380281690143
35-44,U,Under 15K,Unknown,Unknown,1,None/Unknown,1163,4808.010000000002,153,80,31.42490196078433
19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1321,1888.1299999999992,204,74,9.255539215686271
55-64,A,100-124K,Unknown,2 Adults No Kids,2,None/Unknown,2133,6759.9200000000055,141,71,47.942695035461036
25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,2184,5094.800000000001,260,86,19.59538461538462
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,1137,2121.8900000000003,134,85,15.835000000000003
35-44,U,35-49K,Unknown,1 Adult Kids,2,1,98,2547.3,205,72,12.425853658536587
25-34,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,2062,5357.6200000000035,220,77,24.352818181818197
25-34,B,15-24K,Unknown,Single Male,1,None/Unknown,1263,5257.440000000002,126,69,41.725714285714304
65+,A,35-49K,Homeowner,Single Female,2,None/Unknown,1272,10019.450000000008,258,93,38.83507751937987
35-44,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,886,4890.1100000000015,198,71,24.69752525252526
45-54,A,25-34K,Homeowner,Single Female,2,None/Unknown,1261,3777.9800000000014,228,79,16.57008771929825
45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,123,3222.65,174,82,18.520977011494253
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2017,7106.620000000002,170,83,41.803647058823536
35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,1541,7743.350000000008,102,72,75.91519607843145
25-34,B,100-124K,Unknown,Single Male,1,None/Unknown,1040,5664.740000000004,229,90,24.736855895196527
45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,16,1512.02,98,58,15.428775510204082
45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,1470,1991.3300000000002,133,67,14.972406015037595
45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,1505,4053.2300000000014,103,60,39.35174757281555
35-44,B,50-74K,Homeowner,Single Female,1,None/Unknown,281,1495.0800000000002,79,62,18.925063291139242
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,868,6836.650000000005,162,66,42.201543209876576
65+,B,25-34K,Homeowner,Single Female,1,None/Unknown,460,760.4499999999999,113,62,6.729646017699115
45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2053,3351.340000000001,165,74,20.311151515151522
25-34,U,25-34K,Homeowner,1 Adult Kids,5+,3+,1833,2991.810000000001,83,57,36.04590361445784
45-54,U,35-49K,Homeowner,2 Adults Kids,3,1,302,1797.5300000000002,95,58,18.921368421052634
55-64,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2121,5582.790000000003,143,72,39.04048951048953
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1896,3378.3400000000015,129,61,26.18868217054265
35-44,A,35-49K,Homeowner,1 Adult Kids,5+,3+,1919,4154.950000000001,100,61,41.54950000000001
45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,2376,3925.490000000001,183,76,21.45076502732241
25-34,U,15-24K,Unknown,Single Female,1,None/Unknown,2405,3425.700000000001,151,71,22.686754966887424
25-34,B,175-199K,Unknown,Single Female,1,None/Unknown,853,13497.29000000001,516,90,26.157538759689942
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1,4330.160000000001,86,68,50.35069767441861
65+,B,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1354,2534.760000000001,87,61,29.135172413793118
45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,441,2369.9,76,68,31.182894736842105
35-44,A,35-49K,Homeowner,2 Adults Kids,5+,3+,2331,5903.550000000001,103,67,57.31601941747574
35-44,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1662,8617.940000000011,83,61,103.83060240963869
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,790,2842.630000000001,58,44,49.01086206896554
55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1316,3736.4799999999996,58,46,64.42206896551724
55-64,A,100-124K,Homeowner,2 Adults Kids,4,2,56,6691.530000000005,201,80,33.29119402985077
19-24,U,Under 15K,Unknown,1 Adult Kids,2,1,597,3826.250000000001,100,59,38.26250000000001
45-54,A,125-149K,Homeowner,1 Adult Kids,5+,3+,1451,6700.050000000003,260,81,25.76942307692309
25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2193,9155.010000000013,117,66,78.24794871794883
45-54,U,75-99K,Homeowner,2 Adults Kids,3,1,314,3004.0100000000016,41,31,73.2685365853659
35-44,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1197,7988.730000000007,160,76,49.929562500000046
19-24,U,35-49K,Unknown,Single Female,1,None/Unknown,1796,2601.0600000000004,60,43,43.351000000000006
45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,1438,2130.7700000000004,41,32,51.97000000000001
45-54,U,25-34K,Probable Renter,Single Female,1,None/Unknown,27,5736.240000000006,405,90,14.16355555555557
35-44,U,75-99K,Homeowner,Single Male,1,None/Unknown,2393,4048.2900000000027,61,49,66.36540983606562
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,473,3208.710000000001,70,50,45.838714285714296
35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,276,5758.710000000003,173,74,33.287341040462444
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,523,5731.8700000000035,277,67,20.692671480144416
35-44,B,150-174K,Homeowner,Single Male,1,None/Unknown,1649,1132.3999999999999,48,36,23.591666666666665
35-44,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,879,2448.6000000000004,96,56,25.506250000000005
45-54,U,125-149K,Unknown,Single Male,1,None/Unknown,119,2593.010000000001,62,41,41.82274193548389
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,865,1887.7299999999996,35,23,53.93514285714284
35-44,A,125-149K,Homeowner,2 Adults Kids,3,1,688,3207.6100000000024,28,27,114.55750000000009
65+,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,682,4438.290000000003,217,49,20.452949308755773
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1468,4131.730000000001,81,47,51.00901234567903
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,85,4696.4900000000025,282,91,16.654219858156036
25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,387,5697.250000000005,131,64,43.49045801526721
35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,696,14715.529999999999,326,84,45.139662576687115
35-44,U,35-49K,Unknown,Single Female,1,None/Unknown,1419,7634.570000000001,524,92,14.56979007633588
45-54,A,125-149K,Homeowner,2 Adults Kids,3,1,1166,12300.620000000014,409,90,30.074865525672404
35-44,B,25-34K,Unknown,Single Female,1,None/Unknown,2198,7205.880000000005,403,91,17.88059553349877
45-54,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1609,27859.679999999895,412,95,67.62058252427158
25-34,U,35-49K,Unknown,1 Adult Kids,3,2,878,5980.720000000001,181,82,33.04265193370166
25-34,A,100-124K,Homeowner,2 Adults Kids,3,1,2076,8297.940000000011,252,86,32.92833333333338
45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,2162,13923.450000000008,180,81,77.35250000000005
45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,1517,3871.040000000001,135,74,28.674370370370376
35-44,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,232,12695.569999999998,631,82,20.119762282091916
25-34,U,125-149K,Homeowner,2 Adults Kids,4,2,1944,10942.880000000014,180,84,60.793777777777855
25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,540,3280.730000000002,93,55,35.276666666666685
25-34,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,797,3059.5700000000006,92,57,33.25619565217392
19-24,U,25-34K,Unknown,Single Male,1,None/Unknown,567,3134.9000000000005,254,91,12.34212598425197
25-34,A,50-74K,Unknown,2 Adults Kids,5+,3+,2378,8311.080000000005,154,81,53.968051948051986
45-54,B,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2455,5339.0300000000025,109,69,48.98192660550461
35-44,A,125-149K,Homeowner,2 Adults Kids,4,2,113,15324.95000000001,223,88,68.7217488789238
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1015,3807.7200000000003,108,82,35.25666666666667
25-34,U,25-34K,Unknown,2 Adults Kids,3,1,8,5534.970000000002,113,72,48.98203539823011
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2359,2806.2700000000004,174,66,16.12798850574713
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2057,3150.4500000000007,125,65,25.203600000000005
35-44,A,35-49K,Homeowner,2 Adults Kids,3,1,1892,5532.210000000001,307,76,18.020228013029318
45-54,U,15-24K,Homeowner,Single Female,1,None/Unknown,1222,5833.390000000002,174,77,33.525229885057485
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1823,12268.850000000017,377,84,32.5433687002653
45-54,A,25-34K,Homeowner,2 Adults Kids,5+,3+,718,19299.859999999968,599,102,32.22013355592649
35-44,A,200-249K,Homeowner,2 Adults No Kids,2,None/Unknown,2231,4400.260000000003,94,59,46.811276595744715
45-54,U,50-74K,Unknown,Unknown,2,1,1135,748.88,64,37,11.70125
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,661,8271.310000000005,394,88,20.9931725888325
65+,A,75-99K,Homeowner,Single Female,2,None/Unknown,1829,6618.550000000005,320,87,20.682968750000015
45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,2312,14682.81000000001,321,87,45.74084112149536
25-34,A,50-74K,Homeowner,2 Adults Kids,3,1,1965,4142.690000000002,163,76,25.415276073619648
25-34,A,75-99K,Renter,2 Adults No Kids,2,None/Unknown,20,7486.110000000007,387,77,19.34395348837211
45-54,U,100-124K,Unknown,Unknown,1,None/Unknown,413,5963.780000000004,284,90,20.999225352112692
19-24,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,786,7434.070000000008,204,77,36.441519607843176
25-34,A,75-99K,Renter,2 Adults Kids,3,1,1534,8449.680000000008,313,85,26.995782747603858
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,771,7990.970000000007,497,84,16.078410462776674
35-44,U,Under 15K,Unknown,Single Female,1,None/Unknown,212,3052.660000000001,109,73,28.00605504587157
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,242,5231.800000000002,87,62,60.13563218390807
45-54,A,Under 15K,Homeowner,2 Adults Kids,5+,3+,67,9618.900000000009,227,82,42.374008810572725
35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1566,10567.710000000005,347,64,30.454495677233442
25-34,B,35-49K,Homeowner,1 Adult Kids,2,1,381,3120.790000000001,93,60,33.55688172043012
35-44,A,250K+,Homeowner,2 Adults Kids,3,1,569,6749.190000000003,102,66,66.16852941176474
55-64,U,25-34K,Unknown,Single Male,1,None/Unknown,78,2505.140000000001,210,81,11.929238095238098
35-44,B,Under 15K,Renter,2 Adults Kids,4,2,1120,1737.8400000000001,87,51,19.975172413793103
45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1841,2401.7799999999997,32,31,75.05562499999999
45-54,U,35-49K,Renter,Unknown,1,None/Unknown,1188,3722.2200000000003,149,68,24.981342281879197
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1779,3508.5800000000004,109,71,32.188807339449546
45-54,U,50-74K,Homeowner,Single Male,1,None/Unknown,1595,5644.070000000003,139,74,40.604820143884915
55-64,A,75-99K,Homeowner,2 Adults Kids,4,2,732,3967.820000000001,104,60,38.15211538461539
65+,A,100-124K,Homeowner,2 Adults Kids,3,1,631,9277.720000000007,483,97,19.208530020703947
35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,2427,8725.940000000008,346,97,25.21947976878615
45-54,A,75-99K,Homeowner,2 Adults Kids,4,2,753,2177.13,50,37,43.5426
19-24,B,250K+,Homeowner,Single Male,1,None/Unknown,2224,3984.1000000000004,106,81,37.58584905660378
55-64,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,2102,3619.760000000001,106,70,34.14867924528303
35-44,U,25-34K,Unknown,Single Male,1,None/Unknown,395,872.9099999999999,68,52,12.83691176470588
25-34,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,2172,2408.1100000000015,99,53,24.32434343434345
35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,960,2447.4900000000007,106,65,23.089528301886798
55-64,A,Under 15K,Unknown,Single Female,2,None/Unknown,300,4974.310000000002,107,58,46.48887850467292
35-44,U,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,2446,6455.7800000000025,190,84,33.977789473684226
25-34,U,Under 15K,Unknown,2 Adults Kids,3,1,2499,3394.0700000000006,90,54,37.71188888888889
65+,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1814,4107.850000000002,52,37,78.99711538461543
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1937,6742.440000000006,158,85,42.67367088607599
65+,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,2234,7971.570000000006,192,81,41.51859375000003
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1509,6452.8300000000045,204,88,31.63151960784316
